證券代碼,公司中文全稱,年,月,報酬率％_月
0061 元大寶滬深,,2018,9,1.2429
006203 元大MSCI台灣,,2018,9,0.0748
006204 永豐臺灣加權,,2018,9,-0.0878
006205 富邦上証,,2018,9,2.8159
006206 元大上證50,,2018,9,3.9376
006207 復華滬深,,2018,9,1.7173
006208 富邦台50,,2018,9,0.996
00625K 富邦上証+R,,2018,9,4.5601
00631L 元大台灣50正2,,2018,9,-0.3917
00632R 元大台灣50反1,,2018,9,0.3345
00633L 富邦上証正2,,2018,9,8.2276
00634R 富邦上証反1,,2018,9,-4.4873
00635U 期元大S&P黃金,,2018,9,-1.9704
00636 國泰中國A50,,2018,9,3.4198
00636K 國泰中國A50+U,,2018,9,5.102
00637L 元大滬深300 正2,,2018,9,8.0859
00638R 元大滬深300 反1,,2018,9,-4.5109
00639 富邦深100,,2018,9,-1.4398
00640L 富邦日本正2,,2018,9,10.9535
00641R 富邦日本反1,,2018,9,-5.3609
00642U 期元大S&P石油,,2018,9,3.2315
00643 群益深証中小,,2018,9,-3.314
00643K 群益深証中小+R,,2018,9,-4.7271
00645 富邦日本,,2018,9,6.1207
00646 元大S&P500,,2018,9,-0.1486
00647L 元大S&P500正2,,2018,9,0.8651
00648R 元大S&P500反1,,2018,9,-0.9399
00650L 復華香港正2,,2018,9,-0.0962
00651R 復華香港反1,,2018,9,-0.6857
00652 富邦印度,,2018,9,-7.4058
00653L 富邦印度正2,,2018,9,-11.7578
00654R 富邦印度反1,,2018,9,5.6297
00655L 國泰中國A50正2,,2018,9,8.4893
00656R 國泰中國A50反1,,2018,9,-4.8578
00657 國泰日經225,,2018,9,6.0583
00657K 國泰日經225+U,,2018,9,7.6589
00660 元大歐洲50,,2018,9,0.0405
00661 元大日經225,,2018,9,5.5301
00662 富邦NASDAQ,,2018,9,-0.9034
00663L 國泰臺灣加權正2,,2018,9,-0.7968
00664R 國泰臺灣加權反1,,2018,9,0.2955
00665L 富邦恒生國企正2,,2018,9,2.0864
00666R 富邦恒生國企反1,,2018,9,-2.3658
00668 國泰美國道瓊,,2018,9,2.0335
00668K 國泰美國道瓊+U,,2018,9,2.8889
00669R 國泰美國道瓊反1,,2018,9,-1.8307
00670L 富邦NASDAQ正2,,2018,9,-1.1375
00671R 富邦NASDAQ反1,,2018,9,0.0761
00673R 期元大S&P原油反1,,2018,9,-3.8119
00674R 期元大S&P黃金反1,,2018,9,1.778
00675L 富邦臺灣加權正2,,2018,9,-1.0489
00676R 富邦臺灣加權反1,,2018,9,0.136
00678 群益那斯達克生技,,2018,9,-0.6816
00680L 元大美債20正2,,2018,9,-5.8305
00681R 元大美債20反1,,2018,9,2.3747
00682U 期元大美元指數,,2018,9,-0.1591
00683L 期元大美元指正2,,2018,9,0.3908
00684R 期元大美元指反1,,2018,9,-0.7897
00685L 群益臺灣加權正2,,2018,9,-1.1213
00686R 群益臺灣加權反1,,2018,9,0
00688L 國泰20年美債正2,,2018,9,-5.8613
00689R 國泰20年美債反1,,2018,9,2.7505
00690 兆豐臺灣藍籌30,,2018,9,-1.1276
00692 富邦公司治理,,2018,9,2.2263
00693U 期街口S&P黃豆,,2018,9,2.0832
00700 富邦恒生國企,,2018,9,1.871
00701 國泰股利精選30,,2018,9,1.9086
00702 國泰標普低波高息,,2018,9,-1.2427
00703 台新MSCI中國,,2018,9,-0.5402
00706L 期元大S&P日圓正2,,2018,9,-4.6286
00707R 期元大S&P日圓反1,,2018,9,1.982
00708L 期元大S&P黃金正2,,2018,9,-3.7975
00709 富邦歐洲,,2018,9,1.1666
00710B 復華彭博非投等債,,2018,9,0.1443
00711B 復華彭博新興債,,2018,9,-0.0248
00712 復華富時不動產,,2018,9,-2.696
00713 元大台灣高息低波,,2018,9,-0.9871
00714 群益道瓊美國地產,,2018,9,-3.7056
00715L 期街口布蘭特正2,,2018,9,9.1722
00717 富邦美國特別股,,2018,9,-1.4985
00728 第一金工業30,,2018,9,-0.4835
00730 富邦臺灣優質高息,,2018,9,-0.5237
00731 復華富時高息低波,,2018,9,2.8169
00733 富邦臺灣中小,,2018,9,-4.9421
00735 國泰臺韓科技,,2018,9,-2.5933
00736 國泰新興市場,,2018,9,0.3142
00737 國泰AI+Robo,,2018,9,-1.6418
00738U 期元大道瓊白銀,,2018,9,-2.3457
00739 元大MSCI A股,,2018,9,2.1546
0050 元大台灣50,,2018,10,-10.7596
0051 元大中型100,,2018,10,-12.2481
0052 富邦科技,,2018,10,-14.26
0053 元大電子,,2018,10,-12.187
0055 元大MSCI金融,,2018,10,-8.2404
0056 元大高股息,,2018,10,-7.5915
0057 富邦摩台,,2018,10,-11.1237
0061 元大寶滬深,,2018,10,-7.4278
006203 元大MSCI台灣,,2018,10,-11.9581
006204 永豐臺灣加權,,2018,10,-10.76
006205 富邦上証,,2018,10,-7.4788
006206 元大上證50,,2018,10,-5.9043
006207 復華滬深,,2018,10,-7.9595
006208 富邦台50,,2018,10,-11.0454
00625K 富邦上証+R,,2018,10,-7.6327
00631L 元大台灣50正2,,2018,10,-21.6216
00632R 元大台灣50反1,,2018,10,11.2502
00633L 富邦上証正2,,2018,10,-14.2669
00634R 富邦上証反1,,2018,10,6.7114
00635U 期元大S&P黃金,,2018,10,2.2892
00636 國泰中國A50,,2018,10,-6.3469
00636K 國泰中國A50+U,,2018,10,-8.4144
00637L 元大滬深300 正2,,2018,10,-14.4132
00638R 元大滬深300 反1,,2018,10,6.3872
00639 富邦深100,,2018,10,-10.1123
00640L 富邦日本正2,,2018,10,-18.7765
00641R 富邦日本反1,,2018,10,9.5861
00642U 期元大S&P石油,,2018,10,-7.3756
00643 群益深証中小,,2018,10,-12.1681
00643K 群益深証中小+R,,2018,10,-15.2671
00645 富邦日本,,2018,10,-9.4147
00646 元大S&P500,,2018,10,-6.3266
00647L 元大S&P500正2,,2018,10,-15.5508
00648R 元大S&P500反1,,2018,10,7.905
00650L 復華香港正2,,2018,10,-20.8212
00651R 復華香港反1,,2018,10,11.0473
00652 富邦印度,,2018,10,-8.6612
00653L 富邦印度正2,,2018,10,-16.4577
00654R 富邦印度反1,,2018,10,10.1682
00655L 國泰中國A50正2,,2018,10,-14.5728
00656R 國泰中國A50反1,,2018,10,6.5645
00657 國泰日經225,,2018,10,-9.5432
00657K 國泰日經225+U,,2018,10,-11.789
00660 元大歐洲50,,2018,10,-7.7575
00661 元大日經225,,2018,10,-7.8773
00662 富邦NASDAQ,,2018,10,-9.1165
00663L 國泰臺灣加權正2,,2018,10,-22.0615
00664R 國泰臺灣加權反1,,2018,10,11.5612
00665L 富邦恒生國企正2,,2018,10,-16.0373
00666R 富邦恒生國企反1,,2018,10,9.1043
00668 國泰美國道瓊,,2018,10,-4.4487
00668K 國泰美國道瓊+U,,2018,10,-6.6954
00669R 國泰美國道瓊反1,,2018,10,5.5946
00670L 富邦NASDAQ正2,,2018,10,-20.1177
00671R 富邦NASDAQ反1,,2018,10,10.6223
00673R 期元大S&P原油反1,,2018,10,7.77
00674R 期元大S&P黃金反1,,2018,10,-2.5494
00675L 富邦臺灣加權正2,,2018,10,-21.2592
00676R 富邦臺灣加權反1,,2018,10,11.1414
00678 群益那斯達克生技,,2018,10,-14.2452
00680L 元大美債20正2,,2018,10,-6.7396
00681R 元大美債20反1,,2018,10,2.4743
00682U 期元大美元指數,,2018,10,1.8597
00683L 期元大美元指正2,,2018,10,4.5024
00684R 期元大美元指反1,,2018,10,-1.9899
00685L 群益臺灣加權正2,,2018,10,-21.7579
00686R 群益臺灣加權反1,,2018,10,11.0558
00688L 國泰20年美債正2,,2018,10,-6.7678
00689R 國泰20年美債反1,,2018,10,3.0303
00690 兆豐臺灣藍籌30,,2018,10,-10.5704
00692 富邦公司治理,,2018,10,-10.4096
00693U 期街口S&P黃豆,,2018,10,-2.2264
00700 富邦恒生國企,,2018,10,-8.2649
00701 國泰股利精選30,,2018,10,-7.6654
00702 國泰標普低波高息,,2018,10,-0.6775
00703 台新MSCI中國,,2018,10,-12.9878
00706L 期元大S&P日圓正2,,2018,10,-0.169
00707R 期元大S&P日圓反1,,2018,10,-0.5346
00708L 期元大S&P黃金正2,,2018,10,4.6053
00709 富邦歐洲,,2018,10,-8.3135
00710B 復華彭博非投等債,,2018,10,0.1987
00711B 復華彭博新興債,,2018,10,-2.3895
00712 復華富時不動產,,2018,10,-0.9228
00713 元大台灣高息低波,,2018,10,-10.4983
00714 群益道瓊美國地產,,2018,10,0.5949
00715L 期街口布蘭特正2,,2018,10,-11.4003
00717 富邦美國特別股,,2018,10,-0.9336
00728 第一金工業30,,2018,10,-12.1476
00730 富邦臺灣優質高息,,2018,10,-10.7624
00731 復華富時高息低波,,2018,10,-9.4977
00733 富邦臺灣中小,,2018,10,-18.9715
00735 國泰臺韓科技,,2018,10,-12.1351
00736 國泰新興市場,,2018,10,-6.9939
00737 國泰AI+Robo,,2018,10,-11.7759
00738U 期元大道瓊白銀,,2018,10,0.3515
00739 元大MSCI A股,,2018,10,-8.0584
00752 中信中國50,,2018,10,-0.35
00753L 中信中國50正2,,2018,10,-0.6
0050 元大台灣50,,2018,11,-1.0313
0051 元大中型100,,2018,11,6.6181
0052 富邦科技,,2018,11,4.1003
0053 元大電子,,2018,11,2.2259
0055 元大MSCI金融,,2018,11,2.1665
0056 元大高股息,,2018,11,2.8598
0057 富邦摩台,,2018,11,0.8573
0061 元大寶滬深,,2018,11,-0.862
006203 元大MSCI台灣,,2018,11,-0.0566
006204 永豐臺灣加權,,2018,11,0.9439
006205 富邦上証,,2018,11,-0.6832
006206 元大上證50,,2018,11,-1.3781
006207 復華滬深,,2018,11,-0.4195
006208 富邦台50,,2018,11,-0.5829
00625K 富邦上証+R,,2018,11,0.1688
00631L 元大台灣50正2,,2018,11,2.0376
00632R 元大台灣50反1,,2018,11,-1.6479
00633L 富邦上証正2,,2018,11,-3.7049
00634R 富邦上証反1,,2018,11,0.3776
00635U 期元大S&P黃金,,2018,11,0.1095
00636 國泰中國A50,,2018,11,-1.3667
00636K 國泰中國A50+U,,2018,11,-0.3533
00637L 元大滬深300 正2,,2018,11,-3.4484
00638R 元大滬深300 反1,,2018,11,0.5629
00639 富邦深100,,2018,11,0.5001
00640L 富邦日本正2,,2018,11,2.431
00641R 富邦日本反1,,2018,11,-1.5243
00642U 期元大S&P石油,,2018,11,-22.9168
00643 群益深証中小,,2018,11,-0.4879
00643K 群益深証中小+R,,2018,11,4.5047
00645 富邦日本,,2018,11,0.5149
00646 元大S&P500,,2018,11,1.1917
00647L 元大S&P500正2,,2018,11,2.2937
00648R 元大S&P500反1,,2018,11,-1.6851
00650L 復華香港正2,,2018,11,12.3179
00651R 復華香港反1,,2018,11,-6.7359
00652 富邦印度,,2018,11,10.5467
00653L 富邦印度正2,,2018,11,12.2386
00654R 富邦印度反1,,2018,11,-7.2563
00655L 國泰中國A50正2,,2018,11,-3.7816
00656R 國泰中國A50反1,,2018,11,0.6845
00657 國泰日經225,,2018,11,2.1173
00657K 國泰日經225+U,,2018,11,3.1107
00660 元大歐洲50,,2018,11,-0.0876
00661 元大日經225,,2018,11,1.8478
00662 富邦NASDAQ,,2018,11,0.4497
00663L 國泰臺灣加權正2,,2018,11,2.9542
00664R 國泰臺灣加權反1,,2018,11,-1.9144
00665L 富邦恒生國企正2,,2018,11,8.5809
00666R 富邦恒生國企反1,,2018,11,-5.2489
00668 國泰美國道瓊,,2018,11,1.4526
00668K 國泰美國道瓊+U,,2018,11,2.8936
00669R 國泰美國道瓊反1,,2018,11,-1.9134
00670L 富邦NASDAQ正2,,2018,11,0.1006
00671R 富邦NASDAQ反1,,2018,11,-1.3718
00673R 期元大S&P原油反1,,2018,11,26.8928
00674R 期元大S&P黃金反1,,2018,11,-0.5328
00675L 富邦臺灣加權正2,,2018,11,2.5338
00676R 富邦臺灣加權反1,,2018,11,-1.7115
00678 群益那斯達克生技,,2018,11,3.7178
00680L 元大美債20正2,,2018,11,1.9977
00681R 元大美債20反1,,2018,11,-0.5534
00682U 期元大美元指數,,2018,11,-0.2086
00683L 期元大美元指正2,,2018,11,-0.5322
00684R 期元大美元指反1,,2018,11,-0.3553
00685L 群益臺灣加權正2,,2018,11,4.1666
00686R 群益臺灣加權反1,,2018,11,-2.1252
00688L 國泰20年美債正2,,2018,11,2.497
00689R 國泰20年美債反1,,2018,11,-1.0785
00690 兆豐臺灣藍籌30,,2018,11,1.1328
00692 富邦公司治理,,2018,11,0.4339
00693U 期街口S&P黃豆,,2018,11,4.301
00700 富邦恒生國企,,2018,11,5.0053
00701 國泰股利精選30,,2018,11,0.8961
00702 國泰標普低波高息,,2018,11,1.4621
00703 台新MSCI中國,,2018,11,8.0588
00706L 期元大S&P日圓正2,,2018,11,-0.7347
00707R 期元大S&P日圓反1,,2018,11,0.6841
00708L 期元大S&P黃金正2,,2018,11,0.6288
00709 富邦歐洲,,2018,11,-0.3668
00710B 復華彭博非投等債,,2018,11,-0.2977
00711B 復華彭博新興債,,2018,11,-0.9577
00712 復華富時不動產,,2018,11,1.9177
00713 元大台灣高息低波,,2018,11,3.931
00714 群益道瓊美國地產,,2018,11,2.4228
00715L 期街口布蘭特正2,,2018,11,-39.4955
00717 富邦美國特別股,,2018,11,-1.7598
00728 第一金工業30,,2018,11,0.6083
00730 富邦臺灣優質高息,,2018,11,-0.737
00731 復華富時高息低波,,2018,11,-0.343
00733 富邦臺灣中小,,2018,11,6.0752
00735 國泰臺韓科技,,2018,11,1.8065
00736 國泰新興市場,,2018,11,4.8261
00737 國泰AI+Robo,,2018,11,1.7341
00738U 期元大道瓊白銀,,2018,11,-0.5839
00739 元大MSCI A股,,2018,11,0.0589
00752 中信中國50,,2018,11,9.4834
00753L 中信中國50正2,,2018,11,17.4546
0050 元大台灣50,,2018,12,-1.6288
0051 元大中型100,,2018,12,-4.3919
0052 富邦科技,,2018,12,-3.316
0053 元大電子,,2018,12,-3.144
0055 元大MSCI金融,,2018,12,-2.7664
0056 元大高股息,,2018,12,-2.1258
0057 富邦摩台,,2018,12,-3.4637
0061 元大寶滬深,,2018,12,-4.0135
006203 元大MSCI台灣,,2018,12,-2.35
006204 永豐臺灣加權,,2018,12,-3.0698
006205 富邦上証,,2018,12,-3.5921
006206 元大上證50,,2018,12,-4.4499
006207 復華滬深,,2018,12,-3.4212
006208 富邦台50,,2018,12,-2.9412
00625K 富邦上証+R,,2018,12,-6.5655
00631L 元大台灣50正2,,2018,12,-3.7174
00632R 元大台灣50反1,,2018,12,0.5331
00633L 富邦上証正2,,2018,12,-10.596
00634R 富邦上証反1,,2018,12,3.5087
00635U 期元大S&P黃金,,2018,12,3.9804
00636 國泰中國A50,,2018,12,-4.4455
00636K 國泰中國A50+U,,2018,12,-4.2552
00637L 元大滬深300 正2,,2018,12,-10.7973
00638R 元大滬深300 反1,,2018,12,4.4153
00639 富邦深100,,2018,12,-5.0993
00640L 富邦日本正2,,2018,12,-21.0795
00641R 富邦日本反1,,2018,12,10.0941
00642U 期元大S&P石油,,2018,12,-11.952
00643 群益深証中小,,2018,12,-5.5881
00643K 群益深証中小+R,,2018,12,-6.4656
00645 富邦日本,,2018,12,-10.2933
00646 元大S&P500,,2018,12,-8.7947
00647L 元大S&P500正2,,2018,12,-17.3608
00648R 元大S&P500反1,,2018,12,8.7928
00650L 復華香港正2,,2018,12,-7.3953
00651R 復華香港反1,,2018,12,2.6666
00652 富邦印度,,2018,12,-0.4378
00653L 富邦印度正2,,2018,12,-0.9144
00654R 富邦印度反1,,2018,12,1.2355
00655L 國泰中國A50正2,,2018,12,-10.6552
00656R 國泰中國A50反1,,2018,12,4.5549
00657 國泰日經225,,2018,12,-10.1128
00657K 國泰日經225+U,,2018,12,-10.6145
00660 元大歐洲50,,2018,12,-5.9623
00661 元大日經225,,2018,12,-11.3838
00662 富邦NASDAQ,,2018,12,-8.7466
00663L 國泰臺灣加權正2,,2018,12,-3.4035
00664R 國泰臺灣加權反1,,2018,12,1.4804
00665L 富邦恒生國企正2,,2018,12,-10.7903
00666R 富邦恒生國企反1,,2018,12,4.4744
00668 國泰美國道瓊,,2018,12,-9.0307
00668K 國泰美國道瓊+U,,2018,12,-8.099
00669R 國泰美國道瓊反1,,2018,12,9.0021
00670L 富邦NASDAQ正2,,2018,12,-17.4305
00671R 富邦NASDAQ反1,,2018,12,8.2753
00673R 期元大S&P原油反1,,2018,12,10.3977
00674R 期元大S&P黃金反1,,2018,12,-4.2864
00675L 富邦臺灣加權正2,,2018,12,-3.2431
00676R 富邦臺灣加權反1,,2018,12,1.4924
00678 群益那斯達克生技,,2018,12,-11.4792
00680L 元大美債20正2,,2018,12,9.6777
00681R 元大美債20反1,,2018,12,-5.6651
00682U 期元大美元指數,,2018,12,-0.6798
00683L 期元大美元指正2,,2018,12,-0.8021
00684R 期元大美元指反1,,2018,12,0.1528
00685L 群益臺灣加權正2,,2018,12,-5.0435
00686R 群益臺灣加權反1,,2018,12,1.6
00688L 國泰20年美債正2,,2018,12,8.9519
00689R 國泰20年美債反1,,2018,12,-4.9554
00690 兆豐臺灣藍籌30,,2018,12,-2.8055
00692 富邦公司治理,,2018,12,-2.9618
00693U 期街口S&P黃豆,,2018,12,-1.8193
00700 富邦恒生國企,,2018,12,-5.77
00701 國泰股利精選30,,2018,12,-1.3558
00702 國泰標普低波高息,,2018,12,-6.8685
00703 台新MSCI中國,,2018,12,-6.1451
00706L 期元大S&P日圓正2,,2018,12,3.0183
00707R 期元大S&P日圓反1,,2018,12,-2.6199
00708L 期元大S&P黃金正2,,2018,12,7.9999
00709 富邦歐洲,,2018,12,-7.049
00710B 復華彭博非投等債,,2018,12,-2.0246
00711B 復華彭博新興債,,2018,12,2.0359
00712 復華富時不動產,,2018,12,-4.371
00713 元大台灣高息低波,,2018,12,-2.2969
00714 群益道瓊美國地產,,2018,12,-8.4046
00715L 期街口布蘭特正2,,2018,12,-21.5829
00717 富邦美國特別股,,2018,12,-3.4774
00728 第一金工業30,,2018,12,-4.0679
00730 富邦臺灣優質高息,,2018,12,-0.7995
00731 復華富時高息低波,,2018,12,-1.3568
00733 富邦臺灣中小,,2018,12,-2.6384
00735 國泰臺韓科技,,2018,12,-4.5791
00736 國泰新興市場,,2018,12,-4.6574
00737 國泰AI+Robo,,2018,12,-10.7438
00738U 期元大道瓊白銀,,2018,12,6.5765
00739 元大MSCI A股,,2018,12,-2.9394
00752 中信中國50,,2018,12,-8.9369
00753L 中信中國50正2,,2018,12,-13.2762
00757 統一FANG+,,2018,12,-13.65
00763U 期街口道瓊銅,,2018,12,-3.0501
0050 元大台灣50,,2019,1,1.5355
0051 元大中型100,,2019,1,3.3569
0052 富邦科技,,2019,1,2.4528
0053 元大電子,,2019,1,1.869
0055 元大MSCI金融,,2019,1,1.3921
0056 元大高股息,,2019,1,4.0937
0057 富邦摩台,,2019,1,2.3551
0061 元大寶滬深,,2019,1,7.2475
006203 元大MSCI台灣,,2019,1,2.8912
006204 永豐臺灣加權,,2019,1,3.4395
006205 富邦上証,,2019,1,7.4911
006206 元大上證50,,2019,1,8.4294
006207 復華滬深,,2019,1,7.902
006208 富邦台50,,2019,1,2.4771
00625K 富邦上証+R,,2019,1,7.2071
00631L 元大台灣50正2,,2019,1,4.9777
00632R 元大台灣50反1,,2019,1,-2.1214
00633L 富邦上証正2,,2019,1,15.7318
00634R 富邦上証反1,,2019,1,-6.7798
00635U 期元大S&P黃金,,2019,1,2.3073
00636 國泰中國A50,,2019,1,10.1511
00636K 國泰中國A50+U,,2019,1,9.4444
00637L 元大滬深300 正2,,2019,1,15.8285
00638R 元大滬深300 反1,,2019,1,-7.9215
00639 富邦深100,,2019,1,7.9948
00640L 富邦日本正2,,2019,1,7.2523
00641R 富邦日本反1,,2019,1,-3.3617
00642U 期元大S&P石油,,2019,1,12.824
00643 群益深証中小,,2019,1,5.9192
00645 富邦日本,,2019,1,3.1673
00646 元大S&P500,,2019,1,5.4671
00647L 元大S&P500正2,,2019,1,11.5113
00648R 元大S&P500反1,,2019,1,-5.4107
00650L 復華香港正2,,2019,1,15.0759
00651R 復華香港反1,,2019,1,-6.4931
00652 富邦印度,,2019,1,-2.9891
00653L 富邦印度正2,,2019,1,-3.7629
00654R 富邦印度反1,,2019,1,1.085
00655L 國泰中國A50正2,,2019,1,15.6402
00656R 國泰中國A50反1,,2019,1,-7.6724
00657 國泰日經225,,2019,1,2.1852
00657K 國泰日經225+U,,2019,1,2.3752
00660 元大歐洲50,,2019,1,5.2213
00661 元大日經225,,2019,1,3.051
00662 富邦NASDAQ,,2019,1,6.0755
00663L 國泰臺灣加權正2,,2019,1,5.2505
00664R 國泰臺灣加權反1,,2019,1,-2.8515
00665L 富邦恒生國企正2,,2019,1,15.7153
00666R 富邦恒生國企反1,,2019,1,-7.4781
00668 國泰美國道瓊,,2019,1,7.5867
00668K 國泰美國道瓊+U,,2019,1,6.2423
00669R 國泰美國道瓊反1,,2019,1,-6.4695
00670L 富邦NASDAQ正2,,2019,1,11.0617
00671R 富邦NASDAQ反1,,2019,1,-5.5876
00673R 期元大S&P原油反1,,2019,1,-14.6164
00674R 期元大S&P黃金反1,,2019,1,-2.6464
00675L 富邦臺灣加權正2,,2019,1,5.1876
00676R 富邦臺灣加權反1,,2019,1,-2.8188
00678 群益那斯達克生技,,2019,1,11.9427
00680L 元大美債20正2,,2019,1,0.5253
00681R 元大美債20反1,,2019,1,-0.2145
00682U 期元大美元指數,,2019,1,-0.7894
00683L 期元大美元指正2,,2019,1,-1.2397
00684R 期元大美元指反1,,2019,1,0.3053
00685L 群益臺灣加權正2,,2019,1,6.0439
00686R 群益臺灣加權反1,,2019,1,-2.6993
00688L 國泰20年美債正2,,2019,1,0.7801
00689R 國泰20年美債反1,,2019,1,-0.7298
00690 兆豐臺灣藍籌30,,2019,1,2.6804
00692 富邦公司治理,,2019,1,1.5521
00693U 期街口S&P黃豆,,2019,1,3.5824
00700 富邦恒生國企,,2019,1,8.4663
00701 國泰股利精選30,,2019,1,2.3126
00702 國泰標普低波高息,,2019,1,6.0622
00703 台新MSCI中國,,2019,1,8.562
00706L 期元大S&P日圓正2,,2019,1,2.5428
00707R 期元大S&P日圓反1,,2019,1,-1.2457
00708L 期元大S&P黃金正2,,2019,1,5.2662
00709 富邦歐洲,,2019,1,5.8292
00710B 復華彭博非投等債,,2019,1,3.0802
00711B 復華彭博新興債,,2019,1,2.4325
00712 復華富時不動產,,2019,1,5.6799
00713 元大台灣高息低波,,2019,1,4.5207
00714 群益道瓊美國地產,,2019,1,8.8752
00715L 期街口布蘭特正2,,2019,1,28.2636
00717 富邦美國特別股,,2019,1,5.212
00728 第一金工業30,,2019,1,5.2659
00730 富邦臺灣優質高息,,2019,1,3.6844
00731 復華富時高息低波,,2019,1,3.1811
00733 富邦臺灣中小,,2019,1,3.1065
00735 國泰臺韓科技,,2019,1,6.7662
00736 國泰新興市場,,2019,1,7.4188
00737 國泰AI+Robo,,2019,1,11.4003
00738U 期元大道瓊白銀,,2019,1,4.1874
00739 元大MSCI A股,,2019,1,7.3893
00752 中信中國50,,2019,1,11.5751
00753L 中信中國50正2,,2019,1,16.2961
00757 統一FANG+,,2019,1,6.7749
00762 元大全球AI,,2019,1,-1.1
00763U 期街口道瓊銅,,2019,1,1.4957
